id	qtdtotal	qtdamarelo	qtdindigeno	qtdpreto	qtdpardo	qtdbranco	qtdcota	prcamarelo	prcindigeno	prcpreto	prcpardo	prcbranco	prccota
2743	90	1	3	7	58	20	20	1.11	3.33	7.78	64.44	22.22	75.56
2744	107	14	0	6	63	23	23	13.08	0.00	5.61	58.88	21.50	64.49
2745	53	0	1	5	28	19	19	0.00	1.89	9.43	52.83	35.85	64.15
2746	159	6	0	13	108	30	30	3.77	0.00	8.18	67.92	18.87	76.10
2747	176	3	1	14	111	47	47	1.70	0.57	7.95	63.07	26.70	71.59
2748	162	4	0	10	85	62	62	2.47	0.00	6.17	52.47	38.27	58.64
2749	226	3	1	5	140	77	77	1.33	0.44	2.21	61.95	34.07	64.60
2750	1076	37	5	53	641	335	335	3.44	0.46	4.93	59.57	31.13	64.96
2751	92	3	0	10	53	26	26	3.26	0.00	10.87	57.61	28.26	68.48
2752	106	1	0	9	50	46	46	0.94	0.00	8.49	47.17	43.40	55.66
2753	210	5	1	6	74	118	118	2.38	0.48	2.86	35.24	56.19	38.57
2754	516	18	3	31	297	160	160	3.49	0.58	6.01	57.56	31.01	64.15
2755	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
2756	96	0	1	5	57	33	33	0.00	1.04	5.21	59.38	34.38	65.63
2757	150	5	0	9	47	88	88	3.33	0.00	6.00	31.33	58.67	37.33
2758	176	10	0	11	47	108	108	5.68	0.00	6.25	26.70	61.36	32.95
2759	173	2	0	10	82	78	78	1.16	0.00	5.78	47.40	45.09	53.18
2760	66	7	1	3	36	17	17	10.61	1.52	4.55	54.55	25.76	60.61
2761	30	0	0	3	15	11	11	0.00	0.00	10.00	50.00	36.67	60.00
2762	74	2	0	4	47	21	21	2.70	0.00	5.41	63.51	28.38	68.92
2763	4700	142	34	388	2172	1885	1885	3.02	0.72	8.26	46.21	40.11	55.19
2764	426	13	0	16	281	112	112	3.05	0.00	3.76	65.96	26.29	69.72
2765	104	1	0	3	58	42	42	0.96	0.00	2.88	55.77	40.38	58.65
2766	184	4	0	7	73	100	100	2.17	0.00	3.80	39.67	54.35	43.48
2767	502	11	4	43	309	124	124	2.19	0.80	8.57	61.55	24.70	70.92
2768	50	1	1	4	28	15	15	2.00	2.00	8.00	56.00	30.00	66.00
2769	486	3	1	43	232	202	202	0.62	0.21	8.85	47.74	41.56	56.79
2770	976	23	5	56	540	348	348	2.36	0.51	5.74	55.33	35.66	61.58
2771	254	8	5	24	134	75	75	3.15	1.97	9.45	52.76	29.53	64.17
2772	124	6	2	20	74	22	22	4.84	1.61	16.13	59.68	17.74	77.42
2773	81	2	2	7	50	20	20	2.47	2.47	8.64	61.73	24.69	72.84
2774	180	1	2	14	114	45	45	0.56	1.11	7.78	63.33	25.00	72.22
2775	191	4	2	31	114	31	31	2.09	1.05	16.23	59.69	16.23	76.96
2776	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
2777	490	12	1	37	225	209	209	2.45	0.20	7.55	45.92	42.65	53.67
2778	126	3	0	3	65	55	55	2.38	0.00	2.38	51.59	43.65	53.97
2779	215	3	0	11	120	76	76	1.40	0.00	5.12	55.81	35.35	60.93
2780	1585	38	8	152	691	680	680	2.40	0.50	9.59	43.60	42.90	53.69
2781	146	8	3	11	74	49	49	5.48	2.05	7.53	50.68	33.56	60.27
2782	783	22	4	62	444	245	245	2.81	0.51	7.92	56.70	31.29	65.13
2783	328	13	3	14	178	113	113	3.96	0.91	4.27	54.27	34.45	59.45
2784	1265	40	5	68	682	446	446	3.16	0.40	5.38	53.91	35.26	59.68
2785	34	3	0	1	15	14	14	8.82	0.00	2.94	44.12	41.18	47.06
2786	722	26	0	55	440	194	194	3.60	0.00	7.62	60.94	26.87	68.56
2787	59	2	0	8	36	12	12	3.39	0.00	13.56	61.02	20.34	74.58
2788	81	2	0	4	46	24	24	2.47	0.00	4.94	56.79	29.63	61.73
2789	71	0	0	6	49	16	16	0.00	0.00	8.45	69.01	22.54	77.46
2790	65	0	0	1	35	28	28	0.00	0.00	1.54	53.85	43.08	55.38
2791	131	3	0	13	53	62	62	2.29	0.00	9.92	40.46	47.33	50.38
2792	437	12	43	18	230	126	126	2.75	9.84	4.12	52.63	28.83	66.59
2793	48	5	0	0	32	11	11	10.42	0.00	0.00	66.67	22.92	66.67
2794	192	3	2	7	89	83	83	1.56	1.04	3.65	46.35	43.23	51.04
2795	60	1	0	5	21	33	33	1.67	0.00	8.33	35.00	55.00	43.33
2796	288	2	2	13	138	131	131	0.69	0.69	4.51	47.92	45.49	53.13
2797	300	8	0	28	170	91	91	2.67	0.00	9.33	56.67	30.33	66.00
2798	50	0	0	4	29	12	12	0.00	0.00	8.00	58.00	24.00	66.00
2799	683	25	2	72	310	266	266	3.66	0.29	10.54	45.39	38.95	56.22
2800	3323	138	33	439	1787	845	845	4.15	0.99	13.21	53.78	25.43	67.98
2801	201	3	1	15	83	98	98	1.49	0.50	7.46	41.29	48.76	49.25
2802	186	4	0	20	96	66	66	2.15	0.00	10.75	51.61	35.48	62.37
2803	146	6	0	6	65	69	69	4.11	0.00	4.11	44.52	47.26	48.63
2804	90	3	0	2	50	34	34	3.33	0.00	2.22	55.56	37.78	57.78
2805	133	2	0	9	55	67	67	1.50	0.00	6.77	41.35	50.38	48.12
2806	985	21	1	55	521	379	379	2.13	0.10	5.58	52.89	38.48	58.58
2807	32	0	0	3	16	13	13	0.00	0.00	9.38	50.00	40.63	59.38
2808	59	4	0	0	29	26	26	6.78	0.00	0.00	49.15	44.07	49.15
2809	173	4	2	8	70	89	89	2.31	1.16	4.62	40.46	51.45	46.24
2810	148	6	2	14	80	44	44	4.05	1.35	9.46	54.05	29.73	64.86
2811	744	22	3	41	355	321	321	2.96	0.40	5.51	47.72	43.15	53.63
2812	33	0	1	2	13	17	17	0.00	3.03	6.06	39.39	51.52	48.48
2813	244	4	2	6	134	97	97	1.64	0.82	2.46	54.92	39.75	58.20
2814	89	4	0	6	57	22	22	4.49	0.00	6.74	64.04	24.72	70.79
2815	94	3	0	6	48	35	35	3.19	0.00	6.38	51.06	37.23	57.45
2816	862	38	4	69	414	334	334	4.41	0.46	8.00	48.03	38.75	56.50
2817	36	0	0	8	20	8	8	0.00	0.00	22.22	55.56	22.22	77.78
2818	123	2	1	9	69	41	41	1.63	0.81	7.32	56.10	33.33	64.23
2819	48	1	1	2	21	23	23	2.08	2.08	4.17	43.75	47.92	50.00
2820	171	6	0	3	103	59	59	3.51	0.00	1.75	60.23	34.50	61.99
2821	71	6	0	5	41	19	19	8.45	0.00	7.04	57.75	26.76	64.79
2822	64	1	4	4	39	15	15	1.56	6.25	6.25	60.94	23.44	73.44
2823	292	6	1	39	145	101	101	2.05	0.34	13.36	49.66	34.59	63.36
2824	147	5	1	23	76	40	40	3.40	0.68	15.65	51.70	27.21	68.03
2825	319	7	1	10	167	128	128	2.19	0.31	3.13	52.35	40.13	55.80
2826	66	1	0	0	43	22	22	1.52	0.00	0.00	65.15	33.33	65.15
2827	1033	41	7	71	613	280	280	3.97	0.68	6.87	59.34	27.11	66.89
2828	237	1	0	25	167	43	43	0.42	0.00	10.55	70.46	18.14	81.01
2829	573	23	4	27	274	238	238	4.01	0.70	4.71	47.82	41.54	53.23
2830	61	4	1	9	37	9	9	6.56	1.64	14.75	60.66	14.75	77.05
2831	159	5	1	12	82	54	54	3.14	0.63	7.55	51.57	33.96	59.75
2832	153	10	3	17	67	56	56	6.54	1.96	11.11	43.79	36.60	56.86
2833	94	0	1	7	61	25	25	0.00	1.06	7.45	64.89	26.60	73.40
2834	138	4	0	16	83	34	34	2.90	0.00	11.59	60.14	24.64	71.74
2835	91	2	2	8	51	25	25	2.20	2.20	8.79	56.04	27.47	67.03
2836	711	26	4	39	402	234	234	3.66	0.56	5.49	56.54	32.91	62.59
2837	476	20	3	32	217	191	191	4.20	0.63	6.72	45.59	40.13	52.94
2838	125	3	0	11	59	52	52	2.40	0.00	8.80	47.20	41.60	56.00
2839	4440	122	21	365	1974	1905	1905	2.75	0.47	8.22	44.46	42.91	53.15
2840	909	36	4	75	449	331	331	3.96	0.44	8.25	49.39	36.41	58.09
2841	160	8	0	15	93	39	39	5.00	0.00	9.38	58.13	24.38	67.50
2842	281	10	1	25	138	105	105	3.56	0.36	8.90	49.11	37.37	58.36
2843	278	16	0	23	141	93	93	5.76	0.00	8.27	50.72	33.45	58.99
2844	550	16	4	39	332	156	156	2.91	0.73	7.09	60.36	28.36	68.18
2845	105	0	0	3	53	49	49	0.00	0.00	2.86	50.48	46.67	53.33
2846	335	7	0	15	163	149	149	2.09	0.00	4.48	48.66	44.48	53.13
2847	756	27	5	49	343	316	316	3.57	0.66	6.48	45.37	41.80	52.51
2848	271	8	0	24	138	99	99	2.95	0.00	8.86	50.92	36.53	59.78
2849	143	2	0	5	58	78	78	1.40	0.00	3.50	40.56	54.55	44.06
2850	229	14	0	17	97	96	96	6.11	0.00	7.42	42.36	41.92	49.78
2851	60	2	0	2	19	37	37	3.33	0.00	3.33	31.67	61.67	35.00
2852	67	0	0	2	47	17	17	0.00	0.00	2.99	70.15	25.37	73.13
2853	3747	109	32	529	1897	1064	1064	2.91	0.85	14.12	50.63	28.40	65.60
2854	1008	41	8	59	472	410	410	4.07	0.79	5.85	46.83	40.67	53.47
2855	800	12	6	111	298	362	362	1.50	0.75	13.88	37.25	45.25	51.88
2856	585	15	7	38	255	262	262	2.56	1.20	6.50	43.59	44.79	51.28
2857	390	15	1	43	200	102	102	3.85	0.26	11.03	51.28	26.15	62.56
2858	679	23	80	71	304	190	190	3.39	11.78	10.46	44.77	27.98	67.01
2859	411	6	4	30	183	182	182	1.46	0.97	7.30	44.53	44.28	52.80
2860	813	15	6	95	449	236	236	1.85	0.74	11.69	55.23	29.03	67.65
2861	482	6	2	17	234	217	217	1.24	0.41	3.53	48.55	45.02	52.49
2862	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
2863	361	12	4	27	144	172	172	3.32	1.11	7.48	39.89	47.65	48.48
2864	292	10	1	22	150	106	106	3.42	0.34	7.53	51.37	36.30	59.25
2865	327	6	0	47	198	71	71	1.83	0.00	14.37	60.55	21.71	74.92
2866	988	36	7	86	545	295	295	3.64	0.71	8.70	55.16	29.86	64.57
2867	1846	63	21	183	916	621	621	3.41	1.14	9.91	49.62	33.64	60.67
2868	285	8	3	42	147	84	84	2.81	1.05	14.74	51.58	29.47	67.37
2869	894	12	7	114	474	259	259	1.34	0.78	12.75	53.02	28.97	66.55
2870	133	4	2	7	66	53	53	3.01	1.50	5.26	49.62	39.85	56.39
2871	648	9	8	128	359	129	129	1.39	1.23	19.75	55.40	19.91	76.39
2872	1468	57	12	95	655	621	621	3.88	0.82	6.47	44.62	42.30	51.91
2873	132	4	2	10	56	55	55	3.03	1.52	7.58	42.42	41.67	51.52
2874	1798	62	12	89	750	859	859	3.45	0.67	4.95	41.71	47.78	47.33
2875	535	9	4	40	331	140	140	1.68	0.75	7.48	61.87	26.17	70.09
2876	815	10	8	62	489	240	240	1.23	0.98	7.61	60.00	29.45	68.59
2877	729	17	1	54	374	272	272	2.33	0.14	7.41	51.30	37.31	58.85
2878	781	17	5	68	319	361	361	2.18	0.64	8.71	40.85	46.22	50.19
2879	216	5	0	22	119	69	69	2.31	0.00	10.19	55.09	31.94	65.28
2880	218	15	0	9	107	79	79	6.88	0.00	4.13	49.08	36.24	53.21
2881	726	30	5	38	383	249	249	4.13	0.69	5.23	52.75	34.30	58.68
2882	272	15	2	32	132	70	70	5.51	0.74	11.76	48.53	25.74	61.03
2883	580	19	17	52	337	141	141	3.28	2.93	8.97	58.10	24.31	70.00
2884	4650	127	48	723	2306	1313	1313	2.73	1.03	15.55	49.59	28.24	66.17
2885	902	23	108	117	433	205	205	2.55	11.97	12.97	48.00	22.73	72.95
2886	385	7	2	20	166	184	184	1.82	0.52	5.19	43.12	47.79	48.83
2887	483	18	3	31	217	204	204	3.73	0.62	6.42	44.93	42.24	51.97
2888	200	3	0	11	122	63	63	1.50	0.00	5.50	61.00	31.50	66.50
2889	199	3	2	13	143	30	30	1.51	1.01	6.53	71.86	15.08	79.40
2890	7226	244	70	1056	3520	2108	2108	3.38	0.97	14.61	48.71	29.17	64.30
2891	533	9	3	32	243	241	241	1.69	0.56	6.00	45.59	45.22	52.16
2892	247	5	0	24	146	70	70	2.02	0.00	9.72	59.11	28.34	68.83
2893	414	11	3	45	204	145	145	2.66	0.72	10.87	49.28	35.02	60.87
2894	425	10	1	27	143	233	233	2.35	0.24	6.35	33.65	54.82	40.24
2895	500	20	11	24	282	159	159	4.00	2.20	4.80	56.40	31.80	63.40
2896	247	0	146	4	59	31	31	0.00	59.11	1.62	23.89	12.55	84.62
2897	2990	92	15	338	1431	1029	1029	3.08	0.50	11.30	47.86	34.41	59.67
2898	9993	355	78	726	3900	4679	4679	3.55	0.78	7.27	39.03	46.82	47.07
2899	205	2	1	4	75	109	109	0.98	0.49	1.95	36.59	53.17	39.02
2900	693	14	5	64	377	215	215	2.02	0.72	9.24	54.40	31.02	64.36
2901	645	14	2	51	380	193	193	2.17	0.31	7.91	58.91	29.92	67.13
2902	289	5	3	25	185	67	67	1.73	1.04	8.65	64.01	23.18	73.70
2903	402	9	6	27	180	173	173	2.24	1.49	6.72	44.78	43.03	52.99
2904	635	15	3	61	409	132	132	2.36	0.47	9.61	64.41	20.79	74.49
2905	353	18	1	28	192	110	110	5.10	0.28	7.93	54.39	31.16	62.61
2906	237	2	0	21	121	87	87	0.84	0.00	8.86	51.05	36.71	59.92
2907	360	11	1	19	160	166	166	3.06	0.28	5.28	44.44	46.11	50.00
2908	702	22	1	43	304	305	305	3.13	0.14	6.13	43.30	43.45	49.57
2909	805	42	7	66	413	269	269	5.22	0.87	8.20	51.30	33.42	60.37
2910	637	13	2	25	242	323	323	2.04	0.31	3.92	37.99	50.71	42.23
2911	1256	22	10	135	671	371	371	1.75	0.80	10.75	53.42	29.54	64.97
2912	848	17	6	54	480	269	269	2.00	0.71	6.37	56.60	31.72	63.68
2913	750	16	6	86	373	263	263	2.13	0.80	11.47	49.73	35.07	62.00
2914	36	4	1	9	9	13	13	11.11	2.78	25.00	25.00	36.11	52.78
2915	314	4	4	22	180	100	100	1.27	1.27	7.01	57.32	31.85	65.61
2916	441	13	5	31	225	162	162	2.95	1.13	7.03	51.02	36.73	59.18
2917	1243	21	106	154	599	342	342	1.69	8.53	12.39	48.19	27.51	69.11
2918	203	0	0	6	76	120	120	0.00	0.00	2.96	37.44	59.11	40.39
2919	388	14	1	55	200	94	94	3.61	0.26	14.18	51.55	24.23	65.98
2920	1	0	0	0	0	1	1	0.00	0.00	0.00	0.00	100.00	0.00
2921	6011	209	49	474	2899	2227	2227	3.48	0.82	7.89	48.23	37.05	56.93
2922	765	16	3	102	418	213	213	2.09	0.39	13.33	54.64	27.84	68.37
2923	1694	61	30	247	801	501	501	3.60	1.77	14.58	47.28	29.57	63.64
2924	269	3	0	12	213	29	29	1.12	0.00	4.46	79.18	10.78	83.64
2925	2344	56	9	135	965	1137	1137	2.39	0.38	5.76	41.17	48.51	47.31
2926	303	13	1	12	175	99	99	4.29	0.33	3.96	57.76	32.67	62.05
2927	386	14	21	30	200	115	115	3.63	5.44	7.77	51.81	29.79	65.03
2928	117	2	1	5	51	57	57	1.71	0.85	4.27	43.59	48.72	48.72
2929	2536	64	32	328	1243	751	751	2.52	1.26	12.93	49.01	29.61	63.21
2930	269	9	2	9	130	112	112	3.35	0.74	3.35	48.33	41.64	52.42
2931	425	12	4	73	205	108	108	2.82	0.94	17.18	48.24	25.41	66.35
2932	85	1	5	2	50	24	24	1.18	5.88	2.35	58.82	28.24	67.06
2933	125	5	5	5	52	57	57	4.00	4.00	4.00	41.60	45.60	49.60
2934	1179	26	15	203	586	284	284	2.21	1.27	17.22	49.70	24.09	68.19
2935	357	21	6	21	226	68	68	5.88	1.68	5.88	63.31	19.05	70.87
2936	127	1	12	38	49	26	26	0.79	9.45	29.92	38.58	20.47	77.95
2937	235	6	0	13	134	78	78	2.55	0.00	5.53	57.02	33.19	62.55
2938	655	28	7	64	360	183	183	4.27	1.07	9.77	54.96	27.94	65.80
2939	316	18	4	11	144	134	134	5.70	1.27	3.48	45.57	42.41	50.32
2940	475	14	5	65	260	119	119	2.95	1.05	13.68	54.74	25.05	69.47
2941	174	1	1	40	91	34	34	0.57	0.57	22.99	52.30	19.54	75.86
2942	22426	667	238	3008	10590	7162	7162	2.97	1.06	13.41	47.22	31.94	61.70
2943	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
2944	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
2945	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
2946	208	5	9	14	103	72	72	2.40	4.33	6.73	49.52	34.62	60.58
2947	231	17	6	18	116	70	70	7.36	2.60	7.79	50.22	30.30	60.61
2948	439	6	79	27	236	89	89	1.37	18.00	6.15	53.76	20.27	77.90
2949	2	0	0	0	2	0	0	0.00	0.00	0.00	100.00	0.00	100.00
2950	435	8	3	25	162	190	190	1.84	0.69	5.75	37.24	43.68	43.68
2951	251	14	2	22	161	51	51	5.58	0.80	8.76	64.14	20.32	73.71
2952	231	5	0	21	123	81	81	2.16	0.00	9.09	53.25	35.06	62.34
2953	380	19	2	18	215	121	121	5.00	0.53	4.74	56.58	31.84	61.84
2954	344	6	2	10	197	125	125	1.74	0.58	2.91	57.27	36.34	60.76
2955	777	7	10	80	464	188	188	0.90	1.29	10.30	59.72	24.20	71.30
2956	516	10	3	41	270	188	188	1.94	0.58	7.95	52.33	36.43	60.85
2957	283	10	0	6	175	92	92	3.53	0.00	2.12	61.84	32.51	63.96
2958	289	9	0	22	115	138	138	3.11	0.00	7.61	39.79	47.75	47.40
2959	565	19	8	77	329	114	114	3.36	1.42	13.63	58.23	20.18	73.27
2960	968	46	4	60	501	345	345	4.75	0.41	6.20	51.76	35.64	58.37
2961	2055	35	15	202	963	793	793	1.70	0.73	9.83	46.86	38.59	57.42
2962	599	13	7	58	253	262	262	2.17	1.17	9.68	42.24	43.74	53.09
2963	207	3	1	18	82	99	99	1.45	0.48	8.70	39.61	47.83	48.79
2964	38	2	1	0	21	12	12	5.26	2.63	0.00	55.26	31.58	57.89
2965	148	4	0	8	92	39	39	2.70	0.00	5.41	62.16	26.35	67.57
2966	384	3	37	54	206	80	80	0.78	9.64	14.06	53.65	20.83	77.34
2967	398	8	1	33	239	110	110	2.01	0.25	8.29	60.05	27.64	68.59
2968	1659	44	12	197	925	424	424	2.65	0.72	11.87	55.76	25.56	68.35
2969	1244	23	8	261	674	249	249	1.85	0.64	20.98	54.18	20.02	75.80
2970	15735	465	168	2355	6920	5392	5392	2.96	1.07	14.97	43.98	34.27	60.01
2971	653	9	5	36	339	255	255	1.38	0.77	5.51	51.91	39.05	58.19
2972	317	7	9	76	161	55	55	2.21	2.84	23.97	50.79	17.35	77.60
2973	1152	27	9	89	616	384	384	2.34	0.78	7.73	53.47	33.33	61.98
2974	1311	40	13	149	673	401	401	3.05	0.99	11.37	51.33	30.59	63.69
2975	167	4	1	5	91	65	65	2.40	0.60	2.99	54.49	38.92	58.08
2976	598	23	0	56	334	179	179	3.85	0.00	9.36	55.85	29.93	65.22
2977	284	8	0	9	163	94	94	2.82	0.00	3.17	57.39	33.10	60.56
2978	455	3	0	28	188	230	230	0.66	0.00	6.15	41.32	50.55	47.47
2979	781	5	7	56	364	337	337	0.64	0.90	7.17	46.61	43.15	54.67
2980	1698	36	23	239	883	480	480	2.12	1.35	14.08	52.00	28.27	67.43
2981	12525	449	142	1791	5640	4038	4038	3.58	1.13	14.30	45.03	32.24	60.46
2982	322	8	2	32	169	111	111	2.48	0.62	9.94	52.48	34.47	63.04
2983	2223	53	261	159	867	840	840	2.38	11.74	7.15	39.00	37.79	57.89
2984	712	18	55	67	374	182	182	2.53	7.72	9.41	52.53	25.56	69.66
2985	17786	565	156	2411	9002	5258	5258	3.18	0.88	13.56	50.61	29.56	65.05
2986	303	13	23	13	138	113	113	4.29	7.59	4.29	45.54	37.29	57.43
2987	461	12	2	32	214	195	195	2.60	0.43	6.94	46.42	42.30	53.80
2988	122	5	0	9	67	37	37	4.10	0.00	7.38	54.92	30.33	62.30
2989	572	15	4	61	324	160	160	2.62	0.70	10.66	56.64	27.97	68.01
2990	191	5	2	10	107	62	62	2.62	1.05	5.24	56.02	32.46	62.30
2991	67278	1829	647	8864	28914	25057	25057	2.72	0.96	13.18	42.98	37.24	57.11
2992	251	2	0	6	100	141	141	0.80	0.00	2.39	39.84	56.18	42.23
2993	760	20	6	57	352	299	299	2.63	0.79	7.50	46.32	39.34	54.61
2994	441	8	2	82	211	125	125	1.81	0.45	18.59	47.85	28.34	66.89
2995	255	15	1	16	95	124	124	5.88	0.39	6.27	37.25	48.63	43.92
2996	88	2	1	11	36	38	38	2.27	1.14	12.50	40.91	43.18	54.55
2997	2038	47	40	279	1072	546	546	2.31	1.96	13.69	52.60	26.79	68.25
2998	290	13	2	14	156	97	97	4.48	0.69	4.83	53.79	33.45	59.31
2999	556	15	2	32	305	202	202	2.70	0.36	5.76	54.86	36.33	60.97
3000	188	1	2	6	93	85	85	0.53	1.06	3.19	49.47	45.21	53.72
3001	470	11	1	30	301	118	118	2.34	0.21	6.38	64.04	25.11	70.64
3002	2527	119	23	146	1096	1081	1081	4.71	0.91	5.78	43.37	42.78	50.06
3003	194	4	0	13	98	78	78	2.06	0.00	6.70	50.52	40.21	57.22
3004	1046	34	10	244	601	140	140	3.25	0.96	23.33	57.46	13.38	81.74
3005	142	4	0	8	45	84	84	2.82	0.00	5.63	31.69	59.15	37.32
3006	297	13	1	16	139	119	119	4.38	0.34	5.39	46.80	40.07	52.53
3007	91	2	1	12	45	31	31	2.20	1.10	13.19	49.45	34.07	63.74
3008	779	22	4	51	385	308	308	2.82	0.51	6.55	49.42	39.54	56.48
3009	727	21	5	76	321	293	293	2.89	0.69	10.45	44.15	40.30	55.30
3010	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
3011	558	25	6	42	296	184	184	4.48	1.08	7.53	53.05	32.97	61.65
3012	373	4	2	28	147	190	190	1.07	0.54	7.51	39.41	50.94	47.45
3013	299	6	0	40	155	90	90	2.01	0.00	13.38	51.84	30.10	65.22
3014	1157	19	10	126	750	245	245	1.64	0.86	10.89	64.82	21.18	76.58
3015	1150	35	9	61	600	428	428	3.04	0.78	5.30	52.17	37.22	58.26
3016	3801	82	41	508	1840	1249	1249	2.16	1.08	13.36	48.41	32.86	62.85
3017	325	4	2	34	152	131	131	1.23	0.62	10.46	46.77	40.31	57.85
3018	3177	87	45	299	1394	1295	1295	2.74	1.42	9.41	43.88	40.76	54.71
3019	435	5	3	50	243	130	130	1.15	0.69	11.49	55.86	29.89	68.05
3020	819	20	8	65	415	297	297	2.44	0.98	7.94	50.67	36.26	59.58
3021	498	8	1	48	306	113	113	1.61	0.20	9.64	61.45	22.69	71.29
3022	113	1	0	8	31	71	71	0.88	0.00	7.08	27.43	62.83	34.51
3023	1659	31	6	86	668	814	814	1.87	0.36	5.18	40.27	49.07	45.81
3024	782	25	1	22	362	363	363	3.20	0.13	2.81	46.29	46.42	49.23
3025	153	5	1	4	54	80	80	3.27	0.65	2.61	35.29	52.29	38.56
3026	389	5	80	17	208	78	78	1.29	20.57	4.37	53.47	20.05	78.41
3027	270	11	1	15	163	77	77	4.07	0.37	5.56	60.37	28.52	66.30
3028	517	14	5	42	133	314	314	2.71	0.97	8.12	25.73	60.74	34.82
3029	168	3	1	11	95	57	57	1.79	0.60	6.55	56.55	33.93	63.69
3030	290	0	2	30	178	77	77	0.00	0.69	10.34	61.38	26.55	72.41
3031	1391	25	14	161	700	460	460	1.80	1.01	11.57	50.32	33.07	62.90
3032	554	19	3	35	213	269	269	3.43	0.54	6.32	38.45	48.56	45.31
3033	394	5	2	69	209	101	101	1.27	0.51	17.51	53.05	25.63	71.07
3034	526	23	11	49	296	137	137	4.37	2.09	9.32	56.27	26.05	67.68
3035	878	41	5	78	440	289	289	4.67	0.57	8.88	50.11	32.92	59.57
3036	247	8	1	14	168	55	55	3.24	0.40	5.67	68.02	22.27	74.09
3037	367	9	2	19	194	134	134	2.45	0.54	5.18	52.86	36.51	58.58
3038	494	12	7	33	220	208	208	2.43	1.42	6.68	44.53	42.11	52.63
3039	223	1	0	23	157	37	37	0.45	0.00	10.31	70.40	16.59	80.72
3040	131	1	0	11	44	73	73	0.76	0.00	8.40	33.59	55.73	41.98
3041	274	10	4	21	112	125	125	3.65	1.46	7.66	40.88	45.62	50.00
3042	886	9	6	118	379	359	359	1.02	0.68	13.32	42.78	40.52	56.77
3043	1	0	0	0	1	0	0	0.00	0.00	0.00	100.00	0.00	100.00
3044	3615	70	27	348	1865	1247	1247	1.94	0.75	9.63	51.59	34.50	61.96
3045	205	15	3	17	109	54	54	7.32	1.46	8.29	53.17	26.34	62.93
3046	30	1	0	2	12	15	15	3.33	0.00	6.67	40.00	50.00	46.67
3047	136	4	0	5	105	22	22	2.94	0.00	3.68	77.21	16.18	80.88
3048	516	16	3	58	332	101	101	3.10	0.58	11.24	64.34	19.57	76.16
3049	70	6	0	1	31	31	31	8.57	0.00	1.43	44.29	44.29	45.71
3050	103	3	0	2	72	25	25	2.91	0.00	1.94	69.90	24.27	71.84
3051	385	7	0	38	263	75	75	1.82	0.00	9.87	68.31	19.48	78.18
3052	1922	15	6	144	1612	123	123	0.78	0.31	7.49	83.87	6.40	91.68
3053	99	4	0	15	71	7	7	4.04	0.00	15.15	71.72	7.07	86.87
3054	534	16	0	171	293	49	49	3.00	0.00	32.02	54.87	9.18	86.89
3055	299	13	2	56	164	61	61	4.35	0.67	18.73	54.85	20.40	74.25
3056	160	2	2	19	94	39	39	1.25	1.25	11.88	58.75	24.38	71.88
3057	79	0	0	17	51	6	6	0.00	0.00	21.52	64.56	7.59	86.08
3058	186	5	0	17	90	33	33	2.69	0.00	9.14	48.39	17.74	57.53
3059	35	0	0	3	22	9	9	0.00	0.00	8.57	62.86	25.71	71.43
3060	269	11	1	53	167	36	36	4.09	0.37	19.70	62.08	13.38	82.16
3061	87	0	2	4	51	30	30	0.00	2.30	4.60	58.62	34.48	65.52
3062	127	4	0	6	92	17	17	3.15	0.00	4.72	72.44	13.39	77.17
3063	109	8	1	21	62	16	16	7.34	0.92	19.27	56.88	14.68	77.06
3064	79	5	3	6	53	12	12	6.33	3.80	7.59	67.09	15.19	78.48
3065	1546	26	8	148	1120	213	213	1.68	0.52	9.57	72.45	13.78	82.54
3066	38	1	0	11	22	4	4	2.63	0.00	28.95	57.89	10.53	86.84
3067	157	3	0	23	99	31	31	1.91	0.00	14.65	63.06	19.75	77.71
3068	590	8	2	25	495	57	57	1.36	0.34	4.24	83.90	9.66	88.47
3069	76	0	0	1	14	61	61	0.00	0.00	1.32	18.42	80.26	19.74
3070	43	0	0	1	31	11	11	0.00	0.00	2.33	72.09	25.58	74.42
3071	160	6	0	13	109	27	27	3.75	0.00	8.13	68.13	16.88	76.25
3072	216	8	1	41	136	30	30	3.70	0.46	18.98	62.96	13.89	82.41
3073	44	2	0	0	8	17	17	4.55	0.00	0.00	18.18	38.64	18.18
3074	165	2	1	13	121	27	27	1.21	0.61	7.88	73.33	16.36	81.82
3075	135	1	0	2	69	60	60	0.74	0.00	1.48	51.11	44.44	52.59
3076	1276	62	10	223	734	222	222	4.86	0.78	17.48	57.52	17.40	75.78
3077	85	0	0	2	50	28	28	0.00	0.00	2.35	58.82	32.94	61.18
3078	67	1	0	3	50	12	12	1.49	0.00	4.48	74.63	17.91	79.10
